Major_Category,Year_of_Study,Pre_Semester_GPA,Weekly_GenAI_Hours,Primary_Use_Case,Prompt_Engineering_Skill,Tool_Diversity,Paid_Subscription,Traditional_Study_Hours,Perceived_AI_Dependency,Institutional_Policy,Anxiety_Level_During_Exams,Post_Semester_GPA,Skill_Retention_Score,Burnout_Risk_Level
STEM,Senior,3.742,1.59,Direct_Answer_Generation,Beginner,2,True,20.06,4,Actively_Encouraged,6,4.0,57.99,Medium
STEM,Junior,2.358,6.03,Summarizing_Reading,Advanced,4,True,10.87,2,Allowed_With_Citation,7,2.525,73.66,Medium
Business,Graduate,3.179,9.61,Debugging/Troubleshooting,Advanced,3,True,6.04,4,Allowed_With_Citation,7,3.448,85.19,Medium
Business,Freshman,3.37,16.68,Summarizing_Reading,Advanced,4,True,13.45,5,Allowed_With_Citation,6,3.544,60.04,Medium
Business,Freshman,2.363,6.12,Ideation,Advanced,5,True,11.18,6,Allowed_With_Citation,1,2.653,92.54,Low
STEM,Graduate,3.741,4.25,Direct_Answer_Generation,Beginner,2,True,1.29,4,Allowed_With_Citation,7,3.903,89.03,Medium
Business,Senior,3.815,5.75,Summarizing_Reading,Advanced,5,True,10.43,3,Allowed_With_Citation,6,4.0,77.85,Low
STEM,Freshman,3.098,1.91,Debugging/Troubleshooting,Intermediate,2,True,3.43,4,Allowed_With_Citation,6,2.936,62.17,Low
Humanities,Freshman,2.833,4.27,Copywriting/Drafting,Intermediate,3,False,1.0,5,Actively_Encouraged,1,2.957,77.19,High
Business,Graduate,3.528,7.89,Ideation,Beginner,2,False,23.25,2,Strict_Ban,2,4.0,98.6,High
Business,Freshman,2.684,2.69,Ideation,Beginner,1,False,14.68,2,Allowed_With_Citation,3,2.888,86.1,Low
Arts,Graduate,3.212,3.85,Copywriting/Drafting,Intermediate,3,True,21.18,4,Actively_Encouraged,6,3.444,67.65,Low
Business,Graduate,3.338,23.56,Ideation,Advanced,3,True,1.73,7,Actively_Encouraged,9,3.623,79.2,High
Business,Sophomore,3.392,0.18,Debugging/Troubleshooting,Beginner,3,False,19.52,1,Strict_Ban,1,3.568,75.24,Low
STEM,Senior,3.062,21.42,Summarizing_Reading,Advanced,4,False,10.64,3,Strict_Ban,4,3.035,63.98,High
Humanities,Junior,3.041,11.81,Summarizing_Reading,Beginner,3,False,16.54,2,Allowed_With_Citation,3,3.149,70.08,High
STEM,Senior,3.565,4.6,Ideation,Beginner,3,False,20.32,3,Allowed_With_Citation,5,3.834,76.92,Medium
STEM,Sophomore,3.337,3.82,Copywriting/Drafting,Beginner,3,True,10.28,1,Actively_Encouraged,1,3.378,90.81,Medium
Medical,Freshman,1.928,9.33,Summarizing_Reading,Advanced,4,False,1.0,2,Actively_Encouraged,6,1.866,49.12,Low
Humanities,Senior,3.225,15.05,Summarizing_Reading,Beginner,3,False,4.01,5,Actively_Encouraged,7,3.354,59.27,Medium
Medical,Freshman,3.167,0.39,Summarizing_Reading,Beginner,3,False,21.6,1,Allowed_With_Citation,3,3.643,80.69,Low
Business,Graduate,2.767,6.3,Ideation,Intermediate,1,False,8.96,1,Actively_Encouraged,1,3.032,65.87,Medium
Arts,Sophomore,3.29,2.28,Ideation,Beginner,1,True,5.92,1,Allowed_With_Citation,2,3.646,81.36,Low
Business,Freshman,3.653,1.27,Ideation,Intermediate,5,False,10.97,4,Allowed_With_Citation,3,3.572,72.15,High
Business,Sophomore,3.767,5.41,Ideation,Beginner,1,False,6.16,3,Allowed_With_Citation,7,3.61,61.21,Low
Humanities,Graduate,3.609,0.76,Debugging/Troubleshooting,Advanced,5,False,14.74,2,Strict_Ban,1,4.0,89.33,Low
STEM,Sophomore,3.319,8.17,Direct_Answer_Generation,Advanced,3,False,16.89,3,Allowed_With_Citation,5,3.641,88.9,High
Business,Graduate,3.133,0.26,Ideation,Beginner,3,True,17.54,1,Allowed_With_Citation,5,3.209,81.38,Medium
STEM,Freshman,3.291,8.76,Copywriting/Drafting,Intermediate,3,True,16.54,2,Strict_Ban,3,3.644,100.0,Medium
STEM,Junior,3.857,3.97,Direct_Answer_Generation,Advanced,4,False,23.89,1,Allowed_With_Citation,4,4.0,100.0,Medium
Business,Graduate,3.351,15.28,Ideation,Beginner,2,False,15.69,6,Actively_Encouraged,7,3.623,78.96,Medium
STEM,Freshman,3.381,7.75,Debugging/Troubleshooting,Beginner,1,False,14.91,3,Allowed_With_Citation,4,3.474,74.92,Medium
Medical,Sophomore,3.555,5.97,Summarizing_Reading,Beginner,1,True,11.13,2,Allowed_With_Citation,2,3.516,82.38,Low
Medical,Graduate,3.511,9.68,Summarizing_Reading,Beginner,2,True,17.3,6,Actively_Encouraged,3,3.704,86.02,High
Medical,Junior,3.267,1.62,Summarizing_Reading,Advanced,3,False,8.63,5,Actively_Encouraged,2,3.52,73.95,Medium
Humanities,Senior,2.689,0.67,Copywriting/Drafting,Beginner,2,False,7.05,3,Strict_Ban,5,2.993,87.34,Medium
STEM,Senior,3.589,22.12,Ideation,Intermediate,2,False,10.25,7,Allowed_With_Citation,10,3.635,97.9,Medium
Medical,Junior,2.81,19.75,Direct_Answer_Generation,Beginner,2,True,3.18,6,Allowed_With_Citation,1,2.358,64.94,High
Humanities,Senior,3.495,9.09,Copywriting/Drafting,Beginner,3,True,13.12,2,Strict_Ban,5,3.745,72.68,High
Medical,Junior,2.312,14.79,Debugging/Troubleshooting,Advanced,3,True,10.08,2,Allowed_With_Citation,2,2.989,100.0,Medium
Medical,Senior,3.915,7.89,Summarizing_Reading,Intermediate,4,False,20.54,6,Strict_Ban,4,4.0,78.11,Medium
Arts,Freshman,3.803,5.74,Copywriting/Drafting,Beginner,1,True,14.62,4,Allowed_With_Citation,3,3.803,67.41,Low
STEM,Graduate,3.016,12.75,Ideation,Advanced,3,True,21.44,6,Allowed_With_Citation,3,3.507,82.28,High
Humanities,Senior,3.332,9.12,Direct_Answer_Generation,Advanced,4,True,12.83,5,Allowed_With_Citation,3,3.72,83.47,Medium
Arts,Sophomore,2.648,1.43,Copywriting/Drafting,Beginner,3,False,10.69,3,Actively_Encouraged,2,2.517,71.83,Low
Humanities,Junior,3.878,11.89,Debugging/Troubleshooting,Intermediate,3,True,8.94,4,Allowed_With_Citation,3,4.0,64.07,Medium
STEM,Sophomore,2.069,25.73,Copywriting/Drafting,Beginner,2,False,19.14,7,Allowed_With_Citation,6,2.314,59.48,High
Business,Senior,2.738,7.93,Ideation,Intermediate,2,True,1.7,1,Strict_Ban,1,3.103,63.11,Low
Medical,Graduate,3.164,3.38,Direct_Answer_Generation,Advanced,3,True,12.47,1,Strict_Ban,2,3.636,81.63,High
Business,Freshman,3.416,2.17,Summarizing_Reading,Advanced,3,False,17.99,1,Allowed_With_Citation,2,3.669,89.41,Low
Business,Graduate,2.41,7.72,Copywriting/Drafting,Advanced,3,False,6.6,2,Allowed_With_Citation,2,2.556,76.43,High
STEM,Freshman,2.637,0.74,Debugging/Troubleshooting,Advanced,3,True,14.56,2,Allowed_With_Citation,3,3.132,84.55,Medium
Business,Junior,3.244,20.81,Ideation,Advanced,3,True,11.55,5,Allowed_With_Citation,4,3.651,87.79,Medium
Medical,Junior,3.506,5.02,Summarizing_Reading,Intermediate,2,False,10.09,1,Allowed_With_Citation,3,3.88,71.93,Low
STEM,Sophomore,3.825,18.43,Debugging/Troubleshooting,Intermediate,3,True,7.11,3,Actively_Encouraged,3,4.0,87.29,Low
Business,Junior,3.05,22.73,Summarizing_Reading,Beginner,3,True,11.01,7,Allowed_With_Citation,6,3.284,68.48,High
Medical,Senior,2.94,1.62,Summarizing_Reading,Intermediate,3,True,11.71,4,Strict_Ban,2,3.211,82.2,Low
Business,Sophomore,3.293,10.66,Debugging/Troubleshooting,Beginner,1,False,6.63,3,Allowed_With_Citation,2,3.37,89.83,Low
Business,Freshman,2.912,12.22,Ideation,Intermediate,1,False,11.33,5,Allowed_With_Citation,3,2.95,65.63,Medium
Business,Junior,3.302,23.57,Copywriting/Drafting,Intermediate,4,True,21.08,6,Allowed_With_Citation,7,3.567,89.24,Medium
Humanities,Senior,3.472,3.46,Copywriting/Drafting,Intermediate,3,True,9.68,1,Actively_Encouraged,3,3.848,69.07,Medium
STEM,Graduate,2.579,0.86,Ideation,Beginner,1,True,8.9,1,Actively_Encouraged,1,2.888,80.34,Low
Arts,Freshman,2.991,9.42,Copywriting/Drafting,Beginner,1,True,10.47,5,Actively_Encouraged,7,3.261,79.72,Low
Arts,Graduate,2.736,1.3,Debugging/Troubleshooting,Beginner,2,True,12.06,5,Actively_Encouraged,4,2.995,73.16,High
Arts,Junior,3.616,3.95,Copywriting/Drafting,Beginner,2,False,1.18,3,Strict_Ban,9,3.863,62.9,High
Medical,Sophomore,2.807,21.31,Summarizing_Reading,Beginner,3,False,10.46,8,Strict_Ban,8,2.855,53.56,Medium
Business,Graduate,3.706,0.8,Copywriting/Drafting,Intermediate,4,False,10.72,4,Actively_Encouraged,6,3.948,100.0,Low
Business,Sophomore,3.517,6.5,Summarizing_Reading,Intermediate,3,True,11.21,1,Allowed_With_Citation,1,3.78,72.34,High
Arts,Senior,3.444,0.39,Copywriting/Drafting,Beginner,3,False,9.38,1,Allowed_With_Citation,4,3.618,68.24,High
Business,Senior,3.586,14.54,Ideation,Beginner,1,False,13.74,4,Strict_Ban,7,3.908,62.69,High
Business,Junior,3.117,1.65,Copywriting/Drafting,Beginner,2,False,7.45,5,Allowed_With_Citation,1,3.292,66.31,High
Arts,Senior,3.302,0.33,Summarizing_Reading,Beginner,2,False,14.09,2,Allowed_With_Citation,3,3.335,93.98,Medium
Medical,Junior,3.765,5.79,Debugging/Troubleshooting,Beginner,2,False,18.43,1,Allowed_With_Citation,2,4.0,96.43,Low
Humanities,Freshman,3.84,5.69,Copywriting/Drafting,Beginner,1,False,19.29,5,Allowed_With_Citation,4,4.0,72.7,Medium
Humanities,Senior,2.864,7.31,Copywriting/Drafting,Advanced,3,True,11.41,3,Actively_Encouraged,4,3.235,92.27,Medium
STEM,Graduate,2.235,21.44,Debugging/Troubleshooting,Intermediate,3,True,10.15,4,Strict_Ban,8,2.594,80.69,High
Business,Junior,3.039,0.49,Ideation,Intermediate,4,False,10.57,1,Actively_Encouraged,1,3.067,80.71,Low
STEM,Graduate,3.112,11.33,Direct_Answer_Generation,Intermediate,2,False,3.98,4,Actively_Encouraged,6,3.159,71.73,High
Humanities,Junior,3.156,0.61,Ideation,Beginner,2,False,20.45,1,Actively_Encouraged,4,3.562,77.08,Medium
Business,Junior,2.672,13.55,Ideation,Advanced,4,True,2.54,6,Allowed_With_Citation,6,2.911,86.59,Medium
STEM,Senior,3.497,4.77,Direct_Answer_Generation,Advanced,3,False,13.94,2,Actively_Encouraged,4,3.63,97.52,Medium
Business,Freshman,2.628,4.78,Debugging/Troubleshooting,Advanced,5,True,6.4,2,Allowed_With_Citation,1,2.598,76.75,High
STEM,Graduate,3.389,8.49,Debugging/Troubleshooting,Intermediate,2,True,12.85,3,Allowed_With_Citation,3,3.48,89.74,High
STEM,Senior,2.857,29.02,Summarizing_Reading,Intermediate,1,False,12.57,6,Allowed_With_Citation,6,3.225,52.64,Medium
Arts,Graduate,2.566,16.4,Copywriting/Drafting,Beginner,2,True,18.53,4,Strict_Ban,5,2.606,52.09,High
Humanities,Junior,3.531,6.12,Copywriting/Drafting,Beginner,2,False,19.66,3,Allowed_With_Citation,1,4.0,69.49,Medium
STEM,Graduate,2.784,4.2,Debugging/Troubleshooting,Intermediate,3,False,15.22,5,Allowed_With_Citation,6,3.066,66.18,High
Business,Senior,3.325,24.66,Copywriting/Drafting,Advanced,4,False,10.07,5,Allowed_With_Citation,3,3.598,100.0,Medium
Arts,Junior,3.393,10.72,Summarizing_Reading,Advanced,5,True,13.07,5,Allowed_With_Citation,7,3.695,71.89,Medium
STEM,Graduate,2.788,18.58,Direct_Answer_Generation,Advanced,3,False,1.6,6,Allowed_With_Citation,7,3.016,77.43,High
Business,Junior,3.008,3.03,Ideation,Advanced,3,False,17.44,2,Allowed_With_Citation,5,3.5,100.0,Medium
STEM,Junior,2.37,0.12,Debugging/Troubleshooting,Intermediate,3,False,17.41,5,Strict_Ban,8,2.714,84.97,Low
STEM,Freshman,3.399,13.25,Copywriting/Drafting,Intermediate,3,False,1.0,6,Allowed_With_Citation,4,3.501,67.93,Medium
Business,Graduate,2.869,3.16,Ideation,Intermediate,3,False,11.71,3,Allowed_With_Citation,2,2.939,73.9,Medium
Business,Sophomore,3.182,27.29,Ideation,Beginner,1,False,5.18,7,Actively_Encouraged,4,3.263,40.0,Medium
Business,Freshman,3.062,6.81,Ideation,Beginner,3,False,10.36,1,Allowed_With_Citation,2,2.96,55.25,Low
Business,Freshman,2.666,40.0,Ideation,Advanced,5,True,6.91,9,Allowed_With_Citation,3,2.724,85.51,High
Medical,Junior,2.437,0.41,Summarizing_Reading,Beginner,1,True,14.34,1,Actively_Encouraged,1,2.435,79.28,Low
Business,Sophomore,3.352,4.54,Summarizing_Reading,Beginner,1,False,8.95,5,Actively_Encouraged,6,3.566,68.95,Low
Humanities,Senior,2.707,7.94,Ideation,Intermediate,1,True,7.12,3,Allowed_With_Citation,5,2.981,74.44,Medium
Arts,Sophomore,3.006,1.79,Copywriting/Drafting,Beginner,2,False,10.66,2,Actively_Encouraged,2,3.104,64.43,Low
STEM,Senior,2.75,3.31,Debugging/Troubleshooting,Beginner,3,True,13.96,4,Allowed_With_Citation,3,2.685,91.55,Low
Humanities,Freshman,2.806,8.83,Debugging/Troubleshooting,Advanced,3,True,14.11,1,Actively_Encouraged,3,3.292,97.27,Low
STEM,Sophomore,3.695,11.05,Debugging/Troubleshooting,Intermediate,1,False,17.08,4,Allowed_With_Citation,5,4.0,84.26,Medium
STEM,Senior,2.391,0.28,Debugging/Troubleshooting,Beginner,2,False,12.76,2,Allowed_With_Citation,5,2.564,86.21,Low
Medical,Sophomore,3.795,2.26,Summarizing_Reading,Intermediate,2,False,25.64,1,Strict_Ban,1,4.0,68.26,Low
Arts,Freshman,3.067,8.17,Debugging/Troubleshooting,Advanced,3,True,17.36,2,Actively_Encouraged,5,3.666,100.0,Low
Business,Graduate,3.91,1.92,Ideation,Beginner,2,False,11.83,3,Actively_Encouraged,4,4.0,88.9,Medium
Humanities,Freshman,3.162,15.07,Copywriting/Drafting,Advanced,4,True,13.03,3,Actively_Encouraged,1,3.432,95.56,Medium
STEM,Freshman,2.808,4.48,Debugging/Troubleshooting,Advanced,4,False,19.21,2,Strict_Ban,6,3.352,83.04,Low
STEM,Sophomore,2.338,4.23,Direct_Answer_Generation,Intermediate,1,False,14.77,4,Allowed_With_Citation,4,2.779,60.3,Medium
STEM,Freshman,2.831,40.0,Debugging/Troubleshooting,Intermediate,1,False,11.65,7,Allowed_With_Citation,9,3.204,86.64,High
Business,Freshman,2.714,1.01,Ideation,Intermediate,3,True,12.34,2,Strict_Ban,5,2.827,76.14,Medium
Business,Senior,3.244,5.8,Debugging/Troubleshooting,Advanced,4,True,16.55,5,Strict_Ban,5,3.933,85.46,Medium
Business,Freshman,3.275,1.01,Ideation,Beginner,1,False,12.45,1,Strict_Ban,3,3.302,51.93,Low
STEM,Freshman,2.048,7.49,Debugging/Troubleshooting,Intermediate,2,False,4.84,2,Allowed_With_Citation,4,1.816,90.08,High
Medical,Graduate,3.414,2.16,Summarizing_Reading,Beginner,1,False,19.16,5,Actively_Encouraged,4,3.873,83.84,Low
Business,Junior,2.868,4.37,Ideation,Beginner,3,True,9.79,3,Allowed_With_Citation,6,3.303,82.62,Medium
Business,Freshman,3.401,19.48,Copywriting/Drafting,Intermediate,3,True,4.95,4,Actively_Encouraged,7,3.42,69.04,Low
Business,Junior,2.782,1.24,Copywriting/Drafting,Intermediate,2,True,20.34,2,Allowed_With_Citation,5,2.991,60.24,Low
Humanities,Freshman,3.318,5.16,Debugging/Troubleshooting,Intermediate,3,True,7.37,1,Actively_Encouraged,3,3.178,73.04,Low
STEM,Junior,3.468,8.89,Direct_Answer_Generation,Intermediate,2,False,17.69,5,Allowed_With_Citation,3,3.729,63.13,Low
Humanities,Junior,3.767,1.27,Summarizing_Reading,Beginner,2,False,17.79,3,Allowed_With_Citation,4,4.0,71.23,Medium
Arts,Graduate,2.366,29.13,Debugging/Troubleshooting,Intermediate,3,False,12.81,7,Actively_Encouraged,6,2.71,69.16,High
STEM,Sophomore,2.572,0.65,Debugging/Troubleshooting,Intermediate,3,False,8.76,5,Actively_Encouraged,6,2.633,94.02,Medium
STEM,Senior,3.8,40.0,Debugging/Troubleshooting,Advanced,4,True,5.04,8,Allowed_With_Citation,7,4.0,70.75,High
STEM,Freshman,3.308,1.88,Summarizing_Reading,Intermediate,4,True,7.27,5,Strict_Ban,3,3.28,64.13,Medium
STEM,Junior,3.004,13.65,Debugging/Troubleshooting,Advanced,3,True,18.37,4,Actively_Encouraged,2,3.601,80.65,Medium
Arts,Sophomore,3.146,2.92,Copywriting/Drafting,Advanced,3,False,18.45,2,Allowed_With_Citation,4,3.11,73.74,Low
Business,Junior,3.238,9.42,Ideation,Beginner,2,False,12.4,4,Allowed_With_Citation,7,3.474,65.5,High
Humanities,Sophomore,2.797,0.34,Debugging/Troubleshooting,Advanced,5,False,18.75,5,Allowed_With_Citation,1,3.209,98.6,Low
STEM,Graduate,2.315,15.4,Copywriting/Drafting,Beginner,2,True,5.34,4,Allowed_With_Citation,5,2.428,55.3,Low
Humanities,Graduate,3.725,2.4,Direct_Answer_Generation,Beginner,2,False,8.14,3,Actively_Encouraged,1,3.904,71.19,Medium
Humanities,Junior,2.689,3.66,Direct_Answer_Generation,Beginner,2,False,11.26,3,Strict_Ban,1,3.054,76.66,Medium
STEM,Freshman,2.733,23.54,Copywriting/Drafting,Advanced,5,True,17.26,8,Strict_Ban,9,3.019,62.68,High
Humanities,Junior,3.853,6.82,Debugging/Troubleshooting,Advanced,3,False,10.66,2,Actively_Encouraged,1,4.0,84.84,Medium
Humanities,Senior,3.448,17.5,Copywriting/Drafting,Intermediate,3,False,13.58,3,Allowed_With_Citation,6,3.558,82.42,High
Business,Freshman,3.208,32.77,Ideation,Intermediate,5,False,1.9,8,Allowed_With_Citation,5,3.228,73.52,High
Business,Junior,2.829,4.77,Ideation,Intermediate,3,False,9.63,2,Actively_Encouraged,3,2.898,67.17,Low
STEM,Freshman,3.52,1.13,Copywriting/Drafting,Advanced,5,True,7.89,3,Allowed_With_Citation,6,3.621,86.97,Low
Humanities,Sophomore,3.23,4.99,Summarizing_Reading,Beginner,2,False,5.96,2,Allowed_With_Citation,2,3.334,45.42,Low
Business,Freshman,3.811,7.2,Debugging/Troubleshooting,Intermediate,3,False,8.46,2,Actively_Encouraged,4,3.991,73.79,Medium
Business,Graduate,3.402,1.94,Direct_Answer_Generation,Advanced,3,False,11.86,1,Allowed_With_Citation,2,3.613,87.1,Medium
Arts,Freshman,3.542,4.93,Copywriting/Drafting,Beginner,2,False,5.99,1,Strict_Ban,4,3.616,66.01,Low
Business,Freshman,3.03,8.26,Summarizing_Reading,Beginner,1,True,2.4,3,Allowed_With_Citation,6,3.078,82.29,Medium
STEM,Graduate,2.915,9.77,Debugging/Troubleshooting,Beginner,1,True,7.0,3,Allowed_With_Citation,4,3.175,97.22,High
STEM,Junior,2.456,3.84,Copywriting/Drafting,Beginner,1,False,16.09,1,Actively_Encouraged,1,2.594,58.42,Low
Business,Senior,2.83,9.04,Direct_Answer_Generation,Intermediate,3,False,11.36,2,Allowed_With_Citation,5,2.936,100.0,Medium
STEM,Sophomore,2.879,32.69,Debugging/Troubleshooting,Beginner,2,True,13.2,9,Allowed_With_Citation,4,2.836,67.28,Medium
Business,Junior,3.416,2.75,Ideation,Beginner,2,False,11.46,1,Allowed_With_Citation,6,3.731,79.42,Low
Medical,Freshman,3.006,13.87,Summarizing_Reading,Advanced,3,False,4.73,4,Allowed_With_Citation,6,3.197,66.26,High
Business,Sophomore,3.089,27.87,Ideation,Advanced,5,True,20.49,9,Strict_Ban,10,3.182,80.8,High
Humanities,Junior,3.046,21.76,Copywriting/Drafting,Beginner,3,False,9.74,6,Actively_Encouraged,4,3.229,76.52,Medium
Business,Junior,3.392,2.73,Ideation,Beginner,1,True,14.06,3,Allowed_With_Citation,1,3.667,100.0,Low
Humanities,Sophomore,2.589,8.71,Debugging/Troubleshooting,Intermediate,2,True,16.35,4,Actively_Encouraged,4,2.906,54.32,High
Business,Senior,2.868,35.34,Ideation,Intermediate,3,True,4.44,9,Actively_Encouraged,8,3.055,71.27,High
Medical,Junior,3.388,7.96,Summarizing_Reading,Beginner,2,True,14.83,6,Strict_Ban,5,3.608,75.27,Medium
Humanities,Junior,3.711,2.81,Copywriting/Drafting,Beginner,3,False,10.41,5,Allowed_With_Citation,5,3.903,79.8,Medium
Medical,Freshman,2.404,4.59,Direct_Answer_Generation,Advanced,4,True,7.32,4,Allowed_With_Citation,6,2.494,75.01,Medium
Medical,Graduate,3.312,12.35,Summarizing_Reading,Advanced,3,True,14.55,8,Allowed_With_Citation,4,3.774,84.58,High
STEM,Sophomore,3.479,5.67,Debugging/Troubleshooting,Beginner,3,True,13.46,4,Allowed_With_Citation,5,3.687,75.45,High
STEM,Junior,3.219,7.67,Debugging/Troubleshooting,Advanced,4,True,1.0,6,Strict_Ban,4,3.576,69.86,High
STEM,Sophomore,3.678,2.72,Direct_Answer_Generation,Advanced,4,False,13.99,2,Strict_Ban,3,3.759,89.21,Low
STEM,Graduate,3.832,0.68,Debugging/Troubleshooting,Beginner,1,False,14.35,1,Allowed_With_Citation,3,4.0,90.72,Low
STEM,Graduate,3.199,1.85,Debugging/Troubleshooting,Advanced,4,True,6.68,1,Actively_Encouraged,2,3.603,83.61,Medium
Business,Sophomore,3.807,24.8,Ideation,Intermediate,3,True,10.25,5,Actively_Encouraged,3,4.0,61.82,High
STEM,Senior,2.337,7.19,Debugging/Troubleshooting,Advanced,3,False,18.91,4,Actively_Encouraged,1,2.768,100.0,High
Humanities,Freshman,3.302,11.65,Copywriting/Drafting,Intermediate,4,True,6.45,2,Allowed_With_Citation,4,3.233,63.22,High
Arts,Freshman,3.197,15.96,Copywriting/Drafting,Advanced,4,False,13.3,5,Allowed_With_Citation,4,3.332,76.39,Low
STEM,Senior,3.451,2.87,Debugging/Troubleshooting,Advanced,4,False,8.02,2,Strict_Ban,4,3.608,85.8,Low
Arts,Freshman,2.722,1.03,Direct_Answer_Generation,Beginner,1,True,17.56,3,Actively_Encouraged,4,2.704,68.26,Low
STEM,Freshman,2.808,7.85,Debugging/Troubleshooting,Intermediate,5,True,8.17,5,Allowed_With_Citation,5,2.854,61.94,Medium
STEM,Junior,2.24,33.26,Debugging/Troubleshooting,Intermediate,1,False,13.58,7,Allowed_With_Citation,4,2.454,65.19,High
Business,Senior,3.609,1.98,Ideation,Intermediate,1,False,16.19,1,Actively_Encouraged,5,4.0,91.91,Low
Business,Freshman,2.937,2.3,Ideation,Advanced,5,False,3.49,5,Strict_Ban,3,3.022,82.15,High
Medical,Freshman,2.14,12.68,Summarizing_Reading,Intermediate,5,True,12.46,3,Allowed_With_Citation,3,2.325,65.38,Medium
Business,Freshman,2.867,13.92,Debugging/Troubleshooting,Beginner,3,False,1.71,6,Actively_Encouraged,3,2.83,70.62,Low
Arts,Freshman,3.176,2.62,Ideation,Beginner,2,True,11.62,2,Allowed_With_Citation,1,3.298,74.85,Medium
STEM,Freshman,3.577,4.82,Direct_Answer_Generation,Intermediate,4,True,14.43,2,Actively_Encouraged,4,3.993,89.82,Low
STEM,Graduate,3.282,12.15,Direct_Answer_Generation,Intermediate,1,True,17.22,3,Strict_Ban,3,3.598,83.47,Medium
Arts,Freshman,3.135,1.76,Copywriting/Drafting,Beginner,2,True,14.31,1,Actively_Encouraged,2,3.285,72.23,Low
Arts,Junior,3.154,9.15,Copywriting/Drafting,Intermediate,4,False,11.02,3,Strict_Ban,5,3.309,63.96,Medium
Medical,Graduate,2.416,5.96,Direct_Answer_Generation,Intermediate,3,False,13.59,4,Strict_Ban,4,2.545,86.1,Medium
Humanities,Junior,3.513,4.97,Direct_Answer_Generation,Advanced,3,False,14.34,3,Actively_Encouraged,5,3.533,100.0,High
Humanities,Freshman,3.125,9.24,Debugging/Troubleshooting,Beginner,3,False,8.39,3,Allowed_With_Citation,7,3.607,85.0,Medium
Arts,Junior,3.269,0.86,Copywriting/Drafting,Beginner,2,False,10.3,1,Actively_Encouraged,4,3.518,50.58,Low
Humanities,Graduate,3.421,1.25,Copywriting/Drafting,Beginner,1,True,14.07,5,Strict_Ban,4,3.397,82.27,Medium
Medical,Sophomore,3.217,13.42,Copywriting/Drafting,Advanced,3,True,11.75,4,Allowed_With_Citation,7,3.498,80.63,High
Arts,Sophomore,3.966,8.84,Debugging/Troubleshooting,Intermediate,2,False,13.04,5,Allowed_With_Citation,8,4.0,87.89,High
Humanities,Sophomore,3.462,34.0,Summarizing_Reading,Beginner,3,True,4.65,5,Strict_Ban,9,3.536,60.34,High
Arts,Junior,2.04,23.92,Debugging/Troubleshooting,Intermediate,4,True,11.19,5,Allowed_With_Citation,6,2.449,77.62,High
Arts,Sophomore,2.886,11.08,Copywriting/Drafting,Beginner,2,False,7.89,6,Actively_Encouraged,4,2.999,56.25,High
STEM,Senior,2.962,5.6,Summarizing_Reading,Advanced,3,False,13.31,1,Allowed_With_Citation,2,3.313,93.75,Low
Medical,Senior,3.382,14.38,Copywriting/Drafting,Advanced,3,False,1.0,4,Allowed_With_Citation,6,3.438,92.49,High
Business,Sophomore,2.356,24.2,Copywriting/Drafting,Beginner,3,True,7.1,4,Allowed_With_Citation,6,2.858,45.37,Medium
